iid,gender,age,imprace,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,pca_1,pca_2
358.0,0.0,26.0,1.0,1.0,1.0,5.0,3.0,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0,5.0,8.0,7.0,8.0,8.0,7.0,1.9755740842478906,-0.7486788388538885
359.0,0.0,26.0,1.0,5.0,2.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,2.0,7.0,10.0,2.0,9.0,8.0,1.8377012261594006,2.329926030475165
360.0,0.0,24.0,8.0,4.0,2.0,6.0,2.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0,7.0,8.0,10.0,8.0,8.0,8.0,-2.1497797118125175,-1.3360392020782959
379.0,0.0,38.0,4.0,6.0,2.0,7.0,2.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,6.0,9.0,6.0,8.0,9.0,1.9227925761428517,0.7088820731817584
380.0,0.0,33.0,4.0,8.0,2.0,7.0,4.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,4.0,7.0,9.0,9.0,9.0,-1.2260281652910705,0.04664376254386141
381.0,0.0,24.0,6.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,7.0,7.0,10.0,9.0,8.0,0.29607118082959283,-0.4199103836998895
382.0,0.0,28.0,8.0,1.0,2.0,7.0,3.0,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,7.0,7.0,7.0,7.0,10.0,-1.9926331078873392,-0.6471772783325984
383.0,0.0,27.0,10.0,5.0,3.0,6.0,2.0,9.0,7.0,9.0,9.0,8.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,4.0,7.0,9.0,7.0,6.0,6.0,-0.1851793285946868,-2.2698136493198247
384.0,0.0,23.0,9.0,6.0,2.0,5.0,3.0,8.0,5.0,7.0,9.0,10.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0,8.0,8.0,8.0,9.0,8.0,9.0,-0.7398738739860192,-1.597199803800484
385.0,0.0,25.0,5.0,8.0,2.0,5.0,3.0,7.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,-3.0713118270583837,0.10179853535563205
386.0,0.0,26.0,4.0,2.0,2.0,7.0,2.0,1.0,3.0,5.0,8.0,7.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,4.0,7.0,8.0,9.0,9.0,9.0,-0.21457935243359097,1.3921372759612867
387.0,0.0,25.0,5.0,2.0,2.0,7.0,2.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,0.10632317974383884,-0.7003339401484125
388.0,0.0,24.0,1.0,6.0,2.0,4.0,2.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,8.0,8.0,7.0,8.0,8.0,1.2962971369420773,-1.3947915245032563
389.0,0.0,21.0,1.0,1.0,2.0,3.0,1.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,7.0,8.0,10.0,9.0,7.0,5.0,-1.875801006985819,0.45264576235297066
390.0,0.0,30.0,1.0,10.0,6.0,4.0,3.0,6.0,1.0,6.0,10.0,6.0,6.0,8.0,1.0,4.0,10.0,6.0,8.0,8.0,8.0,8.0,4.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,0.8367899211682872,1.4895710695671802
391.0,0.0,28.0,1.0,5.0,1.0,4.0,1.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,8.0,9.0,9.0,9.0,7.0,3.6433351520061894,-1.2380864084790415
392.0,0.0,26.0,6.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,3.0,4.0,7.0,7.0,8.0,7.0,0.1390439876923837,2.0509278866167646
393.0,0.0,22.0,4.0,8.0,1.0,7.0,1.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,6.0,7.0,9.0,8.0,8.0,8.0,0.8712823200258788,0.4764357424858145
394.0,0.0,24.0,1.0,6.0,2.0,4.0,2.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,6.0,9.0,8.0,7.0,7.0,7.0,0.30832229702115654,1.6178857337758987
395.0,0.0,33.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,4.0,8.0,8.0,7.0,9.0,7.0,0.08662736405869033,2.9812241632622003
396.0,0.0,25.0,1.0,5.0,2.0,7.0,2.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,8.0,10.0,10.0,10.0,8.0,-2.6452027957267616,1.3298063335749655
416.0,0.0,25.0,3.0,3.0,6.0,4.0,1.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,3.0,7.242537313432836,8.470149253731343,7.899253731343284,8.294776119402986,7.630597014925373,1.7590658352746082,0.022860758614770434
417.0,0.0,29.0,1.0,1.0,1.0,5.0,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,5.0,7.0,8.0,4.0,8.0,8.0,2.2494678048887042,0.9869617460339327
418.0,0.0,25.0,7.0,3.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,5.0,7.0,9.0,7.0,8.0,5.0,-0.5011015072884004,1.7380921951512105
419.0,0.0,28.0,0.0,1.0,4.0,2.0,1.0,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,4.0,7.0,5.0,9.0,8.0,5.0,9.0,3.0,0.6585642728499288,1.1513072980131211
420.0,0.0,22.0,1.0,1.0,5.0,4.0,2.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0,5.0,8.0,9.0,7.0,10.0,7.0,1.6567864800390133,-0.8249344782698179
421.0,0.0,25.0,5.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,-1.1710774501873848,1.4681912888304625
430.0,0.0,22.0,3.0,10.0,1.0,6.0,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,5.0,8.0,8.0,5.0,8.0,-1.3282193729023481,-2.448784342774805
431.0,0.0,27.0,5.0,8.0,2.0,7.0,3.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,7.0,10.0,7.0,9.0,10.0,-1.2944953275504874,-1.9606756205472209
432.0,0.0,28.0,1.0,1.0,4.0,6.0,3.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,4.0,7.0,8.0,8.0,8.0,8.0,1.7192049127331743,2.5183696281890406
433.0,0.0,30.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,5.0,8.0,6.0,7.0,8.0,5.0,2.2527456914248365,0.11385410344472127
434.0,0.0,27.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,3.0,7.0,7.0,8.0,6.0,4.0,3.5056991085577276,-2.6566907173985417
435.0,0.0,22.0,1.0,1.0,1.0,7.0,2.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,5.0,7.0,9.0,9.0,9.0,9.0,-0.2749967151762712,1.1336007856306254
436.0,0.0,23.0,9.0,1.0,1.0,6.0,1.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,5.0,9.0,8.0,10.0,7.0,6.0,-2.124662244095257,-1.1757853573528732
437.0,0.0,23.0,2.0,6.0,1.0,4.0,1.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,5.0,7.0,9.0,9.0,9.0,8.0,-2.632180641768356,0.5072754880670608
438.0,0.0,23.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0,4.0,7.0,8.0,7.0,7.0,7.0,-0.771428370195134,0.5685419081707209
439.0,0.0,29.0,1.0,5.0,2.0,3.0,2.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,-0.2854214454132802,-0.06241636723270627
454.0,0.0,27.0,3.0,3.0,2.0,7.0,3.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,5.0,8.0,9.0,9.0,9.0,7.0,0.05096425634258973,1.3894473228107795
455.0,0.0,24.0,5.0,5.0,1.0,6.0,2.0,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,4.0,7.0,9.0,9.0,8.0,8.0,-0.7835268204588498,1.5016200067670529
456.0,0.0,29.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,2.0,8.0,8.0,6.0,7.0,7.0,1.8337866513690155,1.0554254140074668
457.0,0.0,55.0,1.0,1.0,6.0,7.0,3.0,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0,10.0,7.0,6.0,7.0,8.0,3.0,4.453424497327409,4.1053011148192375
458.0,0.0,29.0,9.0,8.0,1.0,4.0,1.0,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0,5.0,10.0,10.0,9.0,10.0,10.0,0.5503845455629522,-1.776141603713405
459.0,0.0,26.0,6.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,5.0,5.0,5.0,5.0,8.0,0.7204582802595838,1.1466124271765255
466.0,0.0,24.0,1.0,1.0,6.0,7.0,1.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,5.0,7.0,9.0,7.0,8.0,8.0,2.830156707442837,0.0366658706521253
467.0,0.0,24.0,7.0,4.0,6.0,2.0,1.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,-2.749903105250944,-0.42184952715799584
468.0,0.0,25.0,5.0,2.0,1.0,6.0,3.0,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0,4.0,8.0,9.0,6.0,8.0,8.0,-0.5643251233922163,0.006987877472577592
469.0,0.0,25.0,1.0,1.0,2.0,3.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,4.0,8.0,8.0,8.0,6.0,6.0,-0.2856177607786472,-1.1778623366028806
470.0,0.0,29.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,4.0,4.0,9.0,5.0,8.0,6.0,1.274852180637803,2.7724728968318337
471.0,0.0,30.0,8.0,8.0,2.0,5.0,3.0,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,5.0,7.0,8.0,8.0,9.0,9.0,0.18936336687236296,-0.7628477563321296
472.0,0.0,25.0,1.0,3.0,2.0,4.0,2.0,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,8.0,10.0,10.0,8.0,9.0,-1.4254700560509368,1.2350021170538343
473.0,0.0,34.0,1.0,1.0,2.0,6.0,4.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,9.0,8.0,10.0,7.0,-1.116695406227384,1.4051067710173577
474.0,0.0,30.0,1.0,1.0,1.0,6.0,5.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,9.0,9.0,10.0,8.0,7.0,1.5201388522031987,-0.7463670168289006
475.0,0.0,27.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,5.0,8.0,5.0,7.0,7.0,2.6738838091710404,1.0239915666021142
476.0,0.0,25.0,1.0,3.0,5.0,5.0,2.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,7.0,9.0,5.0,7.0,6.0,4.496949376324619,-1.6280834490029927
477.0,0.0,27.0,5.0,7.0,1.0,4.0,2.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,7.0,6.0,8.0,7.0,7.0,7.0,-0.36361210462400706,-1.6620406744507317
478.0,0.0,26.0,4.0,4.0,1.0,4.0,1.0,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0,4.0,7.0,8.0,9.0,8.0,7.0,-0.5853516812985405,-0.8066063305958511
479.0,0.0,27.0,3.0,3.0,1.0,4.0,3.0,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,-0.031108655826043285,-1.8478997676214597
480.0,0.0,26.0,4.0,6.0,1.0,4.0,1.0,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,4.0,8.0,9.0,10.0,8.0,7.0,3.6253642147181773,-1.865018062501908
496.0,0.0,23.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,6.0,9.0,8.0,3.922086002867479,-1.937982665648208
497.0,0.0,24.0,5.0,5.0,1.0,7.0,1.0,7.0,5.0,1.0,8.0,7.0,6.0,7.0,3.0,1.0,7.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,6.0,8.0,10.0,10.0,9.0,8.0,-0.741292064955731,0.12853495740075288
498.0,0.0,25.0,9.0,9.0,1.0,4.0,1.0,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,1.0,5.0,8.0,9.0,10.0,9.0,10.0,-0.41697534017214555,-0.6315395051654912
499.0,0.0,26.0,1.0,9.0,5.0,4.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,4.0,9.0,10.0,9.0,10.0,4.0,0.20429913653417306,2.9690382607665606
500.0,0.0,25.0,7.0,9.0,1.0,5.0,3.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,6.0,8.0,9.0,9.0,9.0,9.0,-0.006379049962623546,0.10348221930133471
501.0,0.0,26.0,7.0,4.0,5.0,4.0,3.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,7.0,8.0,9.0,8.0,9.0,9.0,-1.2439218520679924,0.9357694470883576
509.0,0.0,28.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,7.0,6.0,5.0,6.0,4.0,8.0,9.0,1.733373842865386,-0.5291510457434595
510.0,0.0,26.0,3.0,3.0,2.0,7.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,7.0,9.0,6.0,8.0,4.0,2.3795893372474746,0.1717656550153379
511.0,0.0,23.0,2.0,2.0,2.0,7.0,3.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,8.0,4.0,10.0,8.0,8.0,-1.3336689354594558,1.1662964497864294
512.0,0.0,26.12639405204461,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,8.0,9.0,10.0,8.0,0.0,9.0,9.0,6.0,10.0,9.0,7.0,10.0,5.0,5.0,5.17910447761194,7.0,8.0,8.0,7.0,7.0,-0.12249659691409451,3.2328008503605528
513.0,0.0,23.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0,2.0,6.0,8.0,7.0,6.0,4.0,0.684356604177223,2.084916307704187
514.0,0.0,23.0,8.0,9.0,2.0,4.0,3.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,7.0,8.0,10.0,8.0,9.0,7.0,-1.403308832553401,0.4129998777504486
515.0,0.0,23.0,8.0,5.0,1.0,6.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,6.0,8.0,10.0,8.0,10.0,8.0,-2.893661663383191,-1.114887891952228
516.0,0.0,27.0,9.0,3.0,2.0,6.0,3.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,8.0,9.0,9.0,8.0,8.0,-0.08315381195441852,0.23954081773188837
517.0,0.0,30.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,3.0,8.0,9.0,7.0,9.0,7.0,3.3685164850670746,1.9099452171118745
518.0,0.0,23.0,2.0,1.0,5.0,7.0,2.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,2.0,6.0,9.0,8.0,8.0,7.0,0.538375126317897,0.9043081304436932
519.0,0.0,26.0,8.0,9.0,2.0,4.0,2.0,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,6.0,8.0,10.0,9.0,9.0,10.0,0.3567277177670003,-1.5385376277874405
520.0,0.0,28.0,2.0,1.0,1.0,7.0,1.0,4.0,6.0,8.0,8.0,10.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,8.0,5.0,5.0,8.0,2.0,5.0,8.0,9.0,7.0,8.0,5.0,0.8745786401748059,-0.25225278168407733
521.0,0.0,26.0,3.0,1.0,1.0,3.0,1.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,9.0,9.0,8.0,8.0,-1.182512542746816,-1.0561099970088605
522.0,0.0,22.0,3.0,6.0,1.0,6.0,2.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,5.0,7.0,7.0,7.0,9.0,8.0,-0.7534273676504849,-0.049205892008341794
523.0,0.0,27.0,3.0,2.0,2.0,4.0,3.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,6.0,9.0,8.0,9.0,6.0,0.9049185029365889,-0.27847941415235505
524.0,0.0,25.0,9.0,6.0,2.0,7.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,5.0,9.0,7.0,8.0,7.0,0.7043747028573536,-0.6054184496131393
525.0,0.0,24.0,2.0,8.0,2.0,4.0,1.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,6.0,10.0,8.0,10.0,9.0,-0.4094521711418899,-0.10975363427948565
526.0,0.0,26.0,5.0,2.0,1.0,5.0,3.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,3.0,6.0,9.0,7.0,10.0,-0.0038599151936571942,1.9431682522461524
527.0,0.0,24.0,5.0,5.0,1.0,4.0,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,10.0,10.0,10.0,10.0,10.0,-0.053376694126883124,0.4362493040423617
528.0,0.0,29.0,8.0,7.0,2.0,6.0,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,9.0,6.0,8.0,8.0,8.0,3.6010501629765144,-3.2074496867806723
529.0,0.0,22.0,4.0,1.0,2.0,4.0,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,6.0,10.0,9.0,7.0,5.0,-0.23375397383987093,-0.7109863961317769
530.0,0.0,22.0,1.0,1.0,2.0,7.0,3.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,10.0,6.0,3.0,8.0,3.0,9.0,9.0,9.0,7.0,-1.6066015575596202,-0.6580483311094603
