iid,gender,age,imprace,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,pca_1,pca_2
402.0,1.0,29.0,1.0,1.0,3.0,4.0,2.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,6.0,8.0,7.0,10.0,9.0,0.8912019540996035,-0.6638516649536402
403.0,1.0,22.0,6.0,6.0,5.0,5.0,3.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,4.0,8.0,7.0,9.0,9.0,3.202468761082732,-0.4987693423030073
404.0,1.0,23.0,1.0,4.0,2.0,5.0,2.0,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,7.0,6.0,9.0,7.0,8.0,8.0,-1.0926603774285597,-1.587911938667152
405.0,1.0,30.0,1.0,1.0,4.0,5.0,5.0,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,8.0,8.0,10.0,9.0,10.0,-2.818674138124358,0.6521456308281535
406.0,1.0,27.0,1.0,1.0,1.0,6.0,2.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,6.0,7.0,8.0,8.0,9.0,-1.041027731428125,-0.09383580806546428
407.0,1.0,24.0,1.0,1.0,3.0,4.0,2.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,8.0,-2.605588942649701,0.4530307377349109
408.0,1.0,24.0,1.0,1.0,2.0,7.0,1.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,8.0,7.0,10.0,8.0,9.0,0.06615011132335782,0.22561069675451872
409.0,1.0,23.0,5.0,5.0,2.0,6.0,3.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,7.0,9.0,8.0,9.0,8.0,-1.222904971441962,0.1316113526000476
410.0,1.0,27.0,8.0,8.0,1.0,5.0,1.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,7.0,10.0,6.0,10.0,10.0,5.212966656186291,-0.967548013954327
411.0,1.0,34.0,8.0,2.0,3.0,4.0,1.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,8.0,6.0,9.0,7.0,5.0,0.05660024846702319,1.513842861410834
412.0,1.0,27.0,1.0,1.0,1.0,5.0,2.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0,-0.015963895771122533,-1.3418197201798359
413.0,1.0,26.0,5.0,3.0,1.0,4.835766423357664,2.0,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0,8.0,7.0,9.0,7.0,8.0,6.0,0.9463319820654313,-1.0619976436035243
414.0,1.0,29.0,2.0,10.0,6.0,1.0,1.0,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,6.945255474452555,8.105839416058394,7.507299270072993,8.474452554744525,7.525547445255475,8.156893507452082,-0.29703482563752426
415.0,1.0,31.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,7.0,1.0,1.0,4.0,7.0,8.0,4.0,10.0,8.0,1.8783310116950902,4.168092683162033
422.0,1.0,26.0,6.0,7.0,2.0,4.0,2.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,-1.7390847577217077,0.6080483339356699
423.0,1.0,30.0,1.0,1.0,2.0,4.0,1.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,6.0,7.0,9.0,8.0,9.0,9.0,-0.16539497676258863,0.11208001257162738
424.0,1.0,24.0,4.0,4.0,2.0,6.0,3.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,0.6546007636582186,-1.9220777181029822
425.0,1.0,28.0,3.0,7.0,2.0,4.0,2.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,6.0,9.0,6.0,9.0,9.0,1.151958650194883,-0.32230448540986356
426.0,1.0,24.0,4.0,7.0,2.0,2.0,1.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,7.0,8.0,8.0,8.0,10.0,9.0,1.6728254392895698,0.4316686267041699
427.0,1.0,28.0,1.0,1.0,1.0,7.0,3.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,6.0,7.0,10.0,8.0,7.0,9.0,0.10553955197651839,0.8931709941376472
428.0,1.0,27.0,8.0,8.0,3.0,2.0,1.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,8.0,8.0,7.0,9.0,9.0,0.3882654975014196,-0.10655935890088329
429.0,1.0,27.0,1.0,1.0,2.0,2.0,2.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,8.0,9.0,9.0,8.0,-2.35420404451496,-1.2754171930196059
440.0,1.0,21.0,8.0,2.0,1.0,7.0,2.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,7.0,8.0,8.0,9.0,9.0,9.0,-0.9145563361998237,-2.704234048510376
441.0,1.0,24.0,4.0,2.0,2.0,7.0,1.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,7.0,8.0,7.0,8.0,9.0,8.0,-3.2973629336372894,-1.1990157108121335
442.0,1.0,25.0,1.0,1.0,4.0,6.0,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,7.0,9.0,8.0,8.0,9.0,4.935407818236274,0.39713238866064493
443.0,1.0,27.0,1.0,3.0,2.0,6.0,2.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,7.0,10.0,9.0,7.0,7.0,0.45766687093285213,-0.4775993257008949
444.0,1.0,26.0,5.0,1.0,2.0,4.0,2.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,8.0,7.0,9.0,8.0,7.0,1.6027785874248308,-1.4553360885317757
445.0,1.0,30.0,1.0,1.0,2.0,5.0,2.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,5.0,9.0,8.0,7.0,10.0,7.0,-0.04080746331929238,-1.0955596424604874
446.0,1.0,28.0,2.0,2.0,1.0,4.0,3.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,6.0,8.0,9.0,7.0,5.0,0.1948593100064002,0.046278616693124344
447.0,1.0,26.0,1.0,1.0,1.0,7.0,2.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,6.0,10.0,6.0,7.0,4.0,2.49484409338823,0.189326169782573
448.0,1.0,22.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,8.0,9.0,8.0,9.0,10.0,-1.1895295705623485,1.1941064716309462
449.0,1.0,23.0,7.0,1.0,1.0,3.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,7.0,10.0,10.0,10.0,8.0,1.3300546652385203,1.064998002865928
450.0,1.0,25.0,3.0,7.0,2.0,6.0,2.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,9.0,6.0,7.0,10.0,10.0,-2.864514744471011,-0.5107562141119016
451.0,1.0,30.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,4.0,4.0,4.0,4.0,1.2025423641865685,1.3160528888889196
452.0,1.0,29.0,7.0,1.0,1.0,5.0,3.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,7.0,8.0,7.0,10.0,8.0,-2.213434450591835,-1.5025854663168032
453.0,1.0,27.0,4.0,3.0,2.0,6.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,6.0,5.0,6.0,7.0,8.0,5.0,1.7061310034521016,0.6062629651010149
460.0,1.0,33.0,2.0,1.0,1.0,4.0,2.0,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,10.0,1.0,5.0,8.0,8.0,8.0,7.0,9.0,7.0,-2.9531366273456667,-0.39930483368913083
461.0,1.0,27.0,2.0,2.0,1.0,7.0,4.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,4.0,4.0,7.0,6.0,8.0,9.0,8.0,7.0,0.36741161110409293,-1.9723801995892074
462.0,1.0,33.0,1.0,5.0,4.0,6.0,6.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,8.0,4.0,9.0,6.0,8.0,2.0,0.9600106306142601,-0.5359398354638653
463.0,1.0,23.0,3.0,2.0,2.0,7.0,1.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,5.0,6.0,7.0,7.0,8.0,7.0,3.3161893806696585,0.07473377487898902
464.0,1.0,33.0,1.0,1.0,1.0,3.0,1.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,5.0,5.0,8.0,8.0,9.0,10.0,1.9529999729808603,-1.756321779393007
465.0,1.0,23.0,1.0,3.0,6.0,7.0,3.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,4.0,7.0,10.0,8.0,7.0,5.0,1.2222225137712999,2.2937122073329377
481.0,1.0,23.0,8.0,1.0,2.0,3.0,2.0,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,10.0,6.0,1.0,6.0,8.0,7.0,8.0,9.0,5.0,-1.603149373335432,1.481349310362578
482.0,1.0,30.0,2.0,6.0,2.0,6.0,1.0,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,4.0,7.0,10.0,9.0,8.0,8.0,1.8542900915524774,0.6003584848024699
483.0,1.0,28.0,1.0,1.0,6.0,3.0,1.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,8.0,10.0,10.0,10.0,10.0,-3.727486804949283,1.2650652354838772
484.0,1.0,31.0,1.0,1.0,1.0,6.0,4.0,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,7.0,6.0,4.0,8.0,2.0,9.0,9.0,-2.666646550509784,1.8053310797829145
485.0,1.0,29.0,4.0,3.0,2.0,6.0,2.0,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,8.0,7.0,-1.2956709413690877,-1.1845598434508813
486.0,1.0,32.0,1.0,1.0,3.0,6.0,2.0,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,8.0,2.0,2.0,8.0,7.0,10.0,8.0,9.0,9.0,-0.4868363865810656,2.1853307406261533
487.0,1.0,24.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0,5.0,7.0,9.0,6.0,8.0,5.0,0.6024124206305629,0.5222978099479667
488.0,1.0,29.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,5.0,5.0,10.0,7.0,10.0,8.0,0.1164643307129523,1.0071178083855834
489.0,1.0,28.0,6.0,5.0,3.0,2.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,5.0,6.0,6.0,8.0,8.0,9.0,10.0,-2.410524737084295,-1.1895897042277686
490.0,1.0,29.0,6.0,1.0,2.0,6.0,3.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,3.0,3.0,7.0,6.0,8.0,6.0,-1.7884949827323795,2.2700158469234335
491.0,1.0,29.0,3.0,3.0,2.0,4.0,1.0,9.0,2.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,7.0,8.0,8.0,9.0,9.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,-2.3595036133317113,-0.5672933307495632
492.0,1.0,30.0,1.0,1.0,2.0,4.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,5.0,2.0,5.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,-0.9730883287518377,-1.1635882544667284
493.0,1.0,20.0,1.0,1.0,5.0,6.0,5.0,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,6.0,10.0,7.0,7.0,8.0,8.0,8.0,-0.4168815999135945,-3.272388884840147
494.0,1.0,30.0,2.0,8.0,4.0,3.0,3.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,6.0,9.0,10.0,10.0,10.0,7.0,-2.784401837095905,0.30665467329859847
495.0,1.0,32.0,5.0,6.0,2.0,2.0,1.0,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,0.656745236639852,-0.5119581644735836
502.0,1.0,26.0,1.0,1.0,1.0,3.0,2.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,3.0,7.0,7.0,9.0,9.0,9.0,0.169012174068782,-2.096696103186937
503.0,1.0,25.0,1.0,5.0,5.0,6.0,5.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,5.0,7.0,9.0,4.0,10.0,5.0,-1.566747078045145,1.416698111796553
504.0,1.0,23.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,7.0,7.0,5.0,6.0,8.0,8.0,1.902891860351743,2.6128377265690106
505.0,1.0,27.0,1.0,1.0,3.0,4.0,1.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,10.0,8.0,10.0,10.0,-4.786367430141987,-1.305297029481415
506.0,1.0,24.0,5.0,5.0,1.0,7.0,2.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,8.0,7.0,9.0,10.0,1.8785320044973104,1.8538680406563628
507.0,1.0,24.0,1.0,1.0,5.0,7.0,3.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,5.0,7.0,8.0,7.0,8.0,7.0,-0.2720933032389327,-0.7656737747866306
508.0,1.0,36.0,1.0,5.0,3.0,5.0,1.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,0.6600845678139828,-0.6007184656131449
531.0,1.0,25.0,5.0,1.0,2.0,7.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,7.0,10.0,10.0,6.0,10.0,10.0,-3.2622613066779897,-1.663512598749702
532.0,1.0,26.0,8.0,3.0,1.0,2.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,6.0,7.0,9.0,7.0,8.0,8.0,0.5008645812153872,-1.1382676933216396
533.0,1.0,26.0,1.0,1.0,2.0,6.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,5.0,8.0,9.0,8.0,9.0,9.0,1.8555060856558752,0.7653221206787255
534.0,1.0,24.0,1.0,1.0,3.0,5.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,9.0,7.0,9.0,8.0,9.0,5.0,-0.8989918431224176,-0.5615664215162169
535.0,1.0,23.0,5.0,6.0,1.0,5.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,-1.079707384943718,0.01639777024146676
536.0,1.0,29.0,1.0,1.0,1.0,5.0,2.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,8.0,7.0,8.0,8.0,8.0,8.0,-0.7835506914127673,0.25189341431033924
537.0,1.0,22.0,7.0,1.0,1.0,5.0,1.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,7.0,7.0,9.0,9.0,9.0,7.0,-3.2559866179256014,-0.512269447449395
538.0,1.0,32.0,1.0,1.0,1.0,4.0,2.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,0.058741976207227126,-0.03899797071127263
539.0,1.0,22.0,6.0,6.0,1.0,4.0,1.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,-1.845529958466778,-1.7528386175341872
540.0,1.0,24.0,5.0,1.0,1.0,7.0,4.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,7.0,5.0,7.0,6.0,5.0,7.0,-2.2179970078637927,-0.28820207032910594
541.0,1.0,23.0,2.0,2.0,3.0,7.0,3.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,7.0,8.0,9.0,9.0,9.0,8.0,-0.3929316804413265,-3.810454333313763
542.0,1.0,23.0,7.0,1.0,2.0,5.0,3.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,9.0,8.0,8.0,9.0,-2.965322797572953,-1.0872112031366346
543.0,1.0,24.0,9.0,6.0,1.0,7.0,2.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,7.0,9.0,9.0,8.0,9.0,-1.030862458403832,-2.268510098547422
544.0,1.0,23.0,3.0,8.0,1.0,7.0,3.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,7.0,10.0,10.0,9.0,8.0,-1.6689804681668883,-2.0627723734858354
545.0,1.0,24.0,7.0,1.0,1.0,7.0,2.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,8.0,8.0,8.0,9.0,6.0,3.1038869712758617,0.4238569049845535
546.0,1.0,30.0,3.0,4.0,2.0,4.0,1.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,9.0,8.0,10.0,8.0,7.0,2.232214488545332,-1.541178328167781
547.0,1.0,30.0,1.0,1.0,2.0,3.0,1.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,7.0,9.0,8.0,8.0,8.0,-2.1700126661150696,-0.1211658282689616
548.0,1.0,30.0,8.0,8.0,1.0,6.0,1.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,10.0,10.0,10.0,10.0,10.0,2.3285472187918,-0.6556784371638863
549.0,1.0,28.0,2.0,3.0,1.0,7.0,1.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,7.0,10.0,8.0,9.0,9.0,-2.0090337346134333,-1.213912709237157
550.0,1.0,30.0,5.0,6.0,2.0,4.0,1.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,0.16792575478524172,1.385527553961732
551.0,1.0,27.0,2.0,1.0,1.0,6.0,3.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,3.0,7.0,8.0,3.0,8.0,5.0,1.0749754742775899,1.6331810522446173
552.0,1.0,25.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,10.0,8.0,7.0,6.0,7.0,7.0,-3.408455216943067,0.3608741215261502
